task,parcellation,seed,estimator,variant,input_set,target
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+obs_SC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+obs_SC,CogCryst
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+obs_SC,sex
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+obs_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+obs_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+obs_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+obs_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+obs_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+obs_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+obs_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+obs_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+obs_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+obs_SC,sex
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+obs_SC,age
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+obs_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+obs_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+obs_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+obs_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+obs_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+obs_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+obs_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+obs_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+obs_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+obs_SC,age
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_SC,CogTotal
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_SC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,CogTotal
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_SC,CogFluid
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_SC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,CogFluid
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_SC,CogCryst
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_SC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,CogCryst
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_SC,sex
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,sex
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_SC,age
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,age
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_FC,CogTotal
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_FC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,CogTotal
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_FC,CogFluid
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_FC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,CogFluid
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_FC,CogCryst
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_FC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,CogCryst
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_FC,sex
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_FC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,sex
downstream,4S456Parcels,5,pca_pls,pca_pls,pred_FC,age
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,pred_FC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,age
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+bv+demo,CogTotal
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+bv+demo,CogFluid
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+bv+demo,CogCryst
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+bv+demo,sex
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+bv+demo,sex
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_FC+bv+demo,age
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+bv+demo,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+bv+demo,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+bv+demo,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+bv+demo,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+bv+demo,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+bv+demo,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+bv+demo,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+bv+demo,age
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+bv+demo,age
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_SC+bv+demo,CogTotal
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_SC+bv+demo,CogFluid
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_SC+bv+demo,CogCryst
downstream,4S456Parcels,5,pca_pls,pca_pls,obs_SC+bv+demo,sex
downstream,4S456Parcels,5,bayesian_ridge,bayesian_ridge,obs_SC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_SC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_SC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_SC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_SC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_SC+bv+demo,sex
downstream,4S456Parcels,5,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_SC+bv+demo,sex
