seed,K,net_pair,n_obs,n_exp,enrichment
7,200,dorsal attention || ventral attention,4,6.833797585886723,0.5853260869565217
7,200,default mode || ventral attention,3,11.816774992262458,0.25387637506547933
7,200,frontoparietal || somatosensory,3,7.7994428969359335,0.3846428571428571
7,200,frontoparietal || frontoparietal,3,3.064066852367688,0.9790909090909091
7,200,somatosensory || somatosensory,3,4.766326214794181,0.6294155844155844
7,200,default mode || somatosensory,3,14.385639121015165,0.20854130808950086
7,200,dorsal attention || somatosensory,2,8.319405756731662,0.24040178571428572
7,200,frontoparietal || ventral attention,1,6.406685236768802,0.15608695652173912
7,200,ventral attention || ventral attention,1,3.203342618384401,0.31217391304347825
7,200,frontoparietal || visual,1,7.520891364902507,0.13296296296296295
7,500,visual || visual,100,11.07242339832869,9.031446540880504
7,500,dorsal attention || visual,74,20.055710306406684,3.6897222222222226
7,500,dorsal attention || dorsal attention,56,8.72794800371402,6.416170212765957
7,500,default mode || dorsal attention,34,30.826369545032495,1.1029518072289157
7,500,dorsal attention || frontoparietal,33,16.71309192200557,1.9745
7,500,somatosensory || ventral attention,28,19.93190962550294,1.4047826086956523
7,500,default mode || default mode,28,26.330857319715257,1.06339112547752
7,500,frontoparietal || frontoparietal,18,7.66016713091922,2.349818181818182
7,500,somatosensory || somatosensory,17,11.915815536985452,1.4266753246753248
7,500,default mode || somatosensory,17,35.964097802537914,0.47269363166953526
7,500,default mode || ventral attention,16,29.54193748065614,0.5416029334730226
7,500,default mode || frontoparietal,13,28.899721448467965,0.44983132530120484
7,500,default mode || visual,13,34.67966573816156,0.374859437751004
7,500,dorsal attention || somatosensory,11,20.798514391829155,0.5288839285714286
7,500,dorsal attention || ventral attention,10,17.084493964716806,0.5853260869565218
7,500,frontoparietal || ventral attention,9,16.016713091922004,0.561913043478261
7,500,ventral attention || ventral attention,9,8.008356545961002,1.123826086956522
7,500,frontoparietal || somatosensory,6,19.498607242339833,0.3077142857142857
7,500,frontoparietal || visual,6,18.802228412256266,0.3191111111111111
7,500,default mode || limbic,1,17.982048901268957,0.055611015490533565
7,500,limbic || visual,1,11.699164345403899,0.08547619047619048
8,100,visual || visual,33,2.214484679665738,14.901886792452832
8,100,dorsal attention || visual,23,4.011142061281337,5.734027777777778
8,100,dorsal attention || dorsal attention,18,1.745589600742804,10.311702127659576
8,100,default mode || dorsal attention,12,6.165273909006499,1.9463855421686747
8,100,dorsal attention || frontoparietal,4,3.3426183844011144,1.1966666666666665
8,100,default mode || visual,3,6.935933147632312,0.4325301204819277
8,100,default mode || frontoparietal,2,5.779944289693593,0.34602409638554216
8,100,somatosensory || ventral attention,2,3.986381925100588,0.5017080745341616
8,100,frontoparietal || visual,1,3.7604456824512535,0.2659259259259259
8,100,default mode || somatosensory,1,7.192819560507583,0.13902753872633392
8,100,default mode || default mode,1,5.266171463943052,0.18989127240669995
8,200,visual || visual,66,4.428969359331476,14.901886792452832
8,200,dorsal attention || visual,42,8.022284122562674,5.235416666666667
8,200,dorsal attention || dorsal attention,30,3.491179201485608,8.59308510638298
8,200,default mode || dorsal attention,23,12.330547818012999,1.8652861445783133
8,200,dorsal attention || frontoparietal,9,6.685236768802229,1.34625
8,200,default mode || default mode,7,10.532342927886104,0.6646194534234499
8,200,default mode || visual,6,13.871866295264624,0.4325301204819277
8,200,default mode || frontoparietal,3,11.559888579387186,0.25951807228915663
8,200,somatosensory || ventral attention,3,7.972763850201176,0.3762810559006211
8,200,frontoparietal || visual,3,7.520891364902507,0.3988888888888889
8,200,default mode || somatosensory,2,14.385639121015165,0.13902753872633392
8,200,frontoparietal || somatosensory,2,7.7994428969359335,0.2564285714285714
8,200,default mode || ventral attention,1,11.816774992262458,0.08462545835515976
8,200,dorsal attention || somatosensory,1,8.319405756731662,0.12020089285714286
8,200,ventral attention || ventral attention,1,3.203342618384401,0.31217391304347825
8,200,frontoparietal || frontoparietal,1,3.064066852367688,0.32636363636363636
8,500,visual || visual,133,11.07242339832869,12.01182389937107
8,500,dorsal attention || visual,79,20.055710306406684,3.939027777777778
8,500,dorsal attention || dorsal attention,56,8.72794800371402,6.416170212765957
8,500,default mode || dorsal attention,33,30.826369545032495,1.0705120481927712
8,500,default mode || default mode,27,26.330857319715257,1.0254128709961798
8,500,dorsal attention || frontoparietal,21,16.71309192200557,1.2565
8,500,default mode || visual,21,34.67966573816156,0.6055421686746988
8,500,somatosensory || ventral attention,21,19.93190962550294,1.0535869565217393
8,500,default mode || somatosensory,20,35.964097802537914,0.5561101549053357
8,500,default mode || frontoparietal,15,28.899721448467965,0.5190361445783133
8,500,dorsal attention || ventral attention,13,17.084493964716806,0.7609239130434783
8,500,frontoparietal || visual,12,18.802228412256266,0.6382222222222222
8,500,default mode || ventral attention,12,29.54193748065614,0.40620220010476693
8,500,dorsal attention || somatosensory,10,20.798514391829155,0.48080357142857144
8,500,frontoparietal || frontoparietal,10,7.66016713091922,1.3054545454545454
8,500,ventral attention || ventral attention,5,8.008356545961002,0.6243478260869566
8,500,frontoparietal || somatosensory,4,19.498607242339833,0.20514285714285713
8,500,frontoparietal || ventral attention,3,16.016713091922004,0.187304347826087
8,500,somatosensory || somatosensory,3,11.915815536985452,0.2517662337662338
8,500,default mode || limbic,2,17.982048901268957,0.11122203098106713
9,100,visual || visual,38,2.214484679665738,17.159748427672955
9,100,dorsal attention || visual,26,4.011142061281337,6.481944444444444
9,100,default mode || dorsal attention,10,6.165273909006499,1.6219879518072289
9,100,dorsal attention || dorsal attention,9,1.745589600742804,5.155851063829788
9,100,dorsal attention || frontoparietal,3,3.3426183844011144,0.8975
9,100,somatosensory || ventral attention,3,3.986381925100588,0.7525621118012422
9,100,default mode || default mode,3,5.266171463943052,0.5696738172200999
9,100,default mode || frontoparietal,2,5.779944289693593,0.34602409638554216
9,100,default mode || visual,2,6.935933147632312,0.2883534136546185
9,100,frontoparietal || frontoparietal,1,1.532033426183844,0.6527272727272727
9,100,default mode || ventral attention,1,5.908387496131229,0.16925091671031953
9,100,default mode || somatosensory,1,7.192819560507583,0.13902753872633392
9,100,ventral attention || ventral attention,1,1.6016713091922006,0.6243478260869565
9,200,visual || visual,64,4.428969359331476,14.450314465408805
9,200,dorsal attention || visual,39,8.022284122562674,4.861458333333333
9,200,dorsal attention || dorsal attention,21,3.491179201485608,6.015159574468085
9,200,default mode || dorsal attention,18,12.330547818012999,1.459789156626506
9,200,somatosensory || ventral attention,11,7.972763850201176,1.3796972049689442
9,200,dorsal attention || frontoparietal,8,6.685236768802229,1.1966666666666665
9,200,default mode || default mode,7,10.532342927886104,0.6646194534234499
9,200,default mode || frontoparietal,6,11.559888579387186,0.5190361445783133
9,200,default mode || visual,6,13.871866295264624,0.4325301204819277
9,200,frontoparietal || frontoparietal,5,3.064066852367688,1.6318181818181818
9,200,default mode || somatosensory,5,14.385639121015165,0.3475688468158348
9,200,default mode || ventral attention,2,11.816774992262458,0.16925091671031953
9,200,ventral attention || ventral attention,2,3.203342618384401,0.6243478260869565
9,200,frontoparietal || visual,2,7.520891364902507,0.2659259259259259
9,200,frontoparietal || somatosensory,2,7.7994428969359335,0.2564285714285714
9,200,somatosensory || somatosensory,1,4.766326214794181,0.20980519480519483
9,200,dorsal attention || ventral attention,1,6.833797585886723,0.14633152173913042
9,500,visual || visual,123,11.07242339832869,11.10867924528302
9,500,dorsal attention || visual,80,20.055710306406684,3.988888888888889
9,500,dorsal attention || dorsal attention,49,8.72794800371402,5.614148936170213
9,500,default mode || dorsal attention,36,30.826369545032495,1.167831325301205
9,500,somatosensory || ventral attention,29,19.93190962550294,1.4549534161490685
9,500,default mode || default mode,24,26.330857319715257,0.91147810755216
9,500,default mode || frontoparietal,23,28.899721448467965,0.795855421686747
9,500,default mode || somatosensory,19,35.964097802537914,0.5283046471600689
9,500,frontoparietal || frontoparietal,17,7.66016713091922,2.2192727272727275
9,500,dorsal attention || frontoparietal,16,16.71309192200557,0.9573333333333334
9,500,default mode || visual,16,34.67966573816156,0.4613654618473896
9,500,ventral attention || ventral attention,14,8.008356545961002,1.7481739130434786
9,500,dorsal attention || ventral attention,14,17.084493964716806,0.8194565217391304
9,500,somatosensory || somatosensory,9,11.915815536985452,0.7552987012987014
9,500,frontoparietal || visual,8,18.802228412256266,0.4254814814814815
9,500,default mode || ventral attention,5,29.54193748065614,0.16925091671031955
9,500,dorsal attention || somatosensory,5,20.798514391829155,0.24040178571428572
9,500,frontoparietal || somatosensory,4,19.498607242339833,0.20514285714285713
9,500,frontoparietal || ventral attention,4,16.016713091922004,0.24973913043478263
9,500,limbic || limbic,2,2.9247910863509747,0.6838095238095239
9,500,default mode || limbic,2,17.982048901268957,0.11122203098106713
9,500,dorsal attention || limbic,1,10.399257195914577,0.09616071428571428
