subject,rel_between_session,rel_within_session_run1
845458,0.3374777,0.5383889
849264,0.45364204,0.36504412
849971,0.3334134,0.21831952
852455,0.6017787,0.43485284
856766,0.5758106,0.27548784
856968,0.11263447,0.31957397
857263,0.62717766,0.522038
859671,0.41378048,0.23897733
861456,0.45839667,0.27450225
865363,0.35684916,0.09241328
867468,0.25655773,0.15276752
869472,0.59712005,0.35835898
870861,0.5131712,0.3835363
871762,0.43666497,0.4320794
871964,0.52438915,0.4858019
872158,0.51607865,0.45409626
872562,0.4922718,0.46412823
872764,0.5426229,0.43038914
873968,0.45528764,0.0694667
877168,0.60794586,0.479353
877269,0.51588166,0.24697745
878776,0.21526818,0.2562431
878877,0.6239428,0.49973258
880157,0.43112996,0.402848
882161,0.48317254,0.22878663
884064,0.64536875,0.56134385
885975,0.5542434,0.26285833
886674,0.52705693,0.4149943
887373,0.6489646,0.39698398
888678,0.58833605,0.45177647
889579,0.5040965,0.38699457
891667,0.6308304,0.49255586
894067,0.4627861,0.20995806
894673,0.44102982,0.2659254
894774,0.3447473,0.19585347
896778,0.38012525,0.2483639
896879,0.5951936,0.34805685
898176,0.5916212,0.39506793
899885,0.553281,0.4099915
901038,0.41772678,0.28375497
901139,0.47751927,0.40773687
901442,0.43330258,0.3042412
902242,0.47079065,0.37646374
904044,0.6906679,0.5786662
905147,0.5372495,0.4157682
907656,0.544498,0.1747186
908860,0.47644913,0.29809025
910241,0.5129494,0.41719437
910443,0.6155899,0.4837936
911849,0.40053317,0.3245655
912447,0.49801654,0.43432665
917255,0.5864677,0.36270392
917558,0.57343763,0.38199306
919966,0.63411236,0.5337795
922854,0.5199192,0.40132815
923755,0.4822423,0.3562247
926862,0.5736707,0.2081694
927359,0.35890967,0.42114705
930449,0.14310896,0.4491929
932554,0.5620485,0.50582856
933253,0.49606794,0.34093317
937160,0.4375931,0.32828936
942658,0.455274,0.19378488
943862,0.51305026,0.4563063
947668,0.40538812,0.24050567
951457,0.40328783,0.2507483
952863,0.6367082,0.35456973
955465,0.52566576,0.33768922
957974,0.34008622,0.36084864
958976,0.44964182,0.32985273
959574,0.4154579,0.4707602
962058,0.44263712,0.50510633
965367,0.5481278,0.20482324
965771,0.5523313,0.44225156
966975,0.38359097,0.3429933
969476,0.56523865,0.47428742
970764,0.44278792,0.5238006
971160,0.55607486,0.33169594
978578,0.64935917,0.43279207
979984,0.61266655,0.4892145
983773,0.6303117,0.36372936
984472,0.5202907,0.33172965
987074,0.4920704,0.39923665
987983,0.6037188,0.56142217
989987,0.339236,0.20522662
990366,0.61877877,0.4441582
991267,0.58708125,0.3517118
992673,0.5066569,0.4313891
992774,0.35267103,0.561503
993675,0.6159472,0.47905946
994273,0.4190582,0.5400837
996782,0.59461784,0.4050825
