subject,rel_between_session,rel_within_session_run1
135629,0.43384054,0.37278396
135730,0.39841616,0.3377406
135932,0.27272287,0.41327563
136126,0.31934312,0.34762514
136227,0.46646008,0.36551833
136631,0.59467,0.4529484
136732,0.47470036,0.2791854
136833,0.4209149,0.33835968
137027,0.5625954,0.38338545
137128,0.63923764,0.4533033
137229,0.5491755,0.4782591
137431,0.42264518,0.38590473
137532,0.54260826,0.4221887
137633,0.4512066,0.45717052
137936,0.6920533,0.4390645
138130,0.5435959,0.5186119
138231,0.49400744,0.44487232
138332,0.40642443,0.28194818
138534,0.39746752,0.34963307
138837,0.5251429,0.34546405
139233,0.5157499,0.38874927
139435,0.4067524,0.348135
139637,0.40634874,0.16715783
139839,0.6167648,0.29888594
140117,0.6281622,0.48893714
140319,0.46920678,0.42591032
140420,0.64141643,0.4172042
140824,0.37191817,0.33815446
140925,0.66122746,0.49868342
141119,0.4021331,0.08464688
141422,0.43238485,0.24351594
141826,0.058313932,0.37104872
142828,0.38508412,0.3698075
143224,0.5672225,0.5176319
143325,0.43349937,0.2975486
143426,0.3321125,0.3172378
143830,0.30143866,0.24109735
144125,0.61444527,0.50467175
144226,0.4619516,0.4695114
144428,0.22311148,0.25136203
144731,0.58164585,0.443848
144832,0.4262619,0.31484732
144933,0.48572543,0.28004473
145127,0.48973337,0.26047698
145632,0.27779853,0.5236395
145834,0.4106336,0.2852939
146129,0.24859448,0.26115778
146331,0.1619389,0.42837158
146432,0.37524998,0.22483552
146533,0.6492699,0.46103063
146735,0.63170886,0.41505033
146836,0.6400819,0.3587162
146937,0.50393754,0.35498613
147030,0.4676107,0.26462233
147636,0.45329338,0.24705607
147737,0.5291431,0.43184412
148032,0.5806204,0.54020435
148133,0.5769437,0.32743624
148335,0.5172727,0.35396367
148436,0.29880476,0.39586347
148840,0.31513,0.20625821
148941,0.37202376,0.3527254
149236,0.49833304,0.32446304
149337,0.6339359,0.5168971
149539,0.43998995,0.3068903
149741,0.4029822,0.19604845
149842,0.60733217,0.43503436
150423,0.18515055,0.51560205
150625,0.42021462,0.31885755
150726,0.4645601,0.3394363
150928,0.4796649,0.44171426
151223,0.45076412,0.24355946
151324,0.17108741,0.23725381
